Title,Description,Link,Category,Subcategory,Source
Beverage consumption of Canadian adults,"This article is based on data from the 24-hour dietary recall component of the 2004 CHMS. Respondents were asked to list all foods and beverages consumed during the 24 hours before the day of their interview (midnight to midnight). Interviewers used the Automated Multi-pass Method,9, 10 with a five-step approach to help respondents remember what they had to eat and drink:",https://www150.statcan.gc.ca/n1/pub/82-003-x/2008004/article/10716/6500241-eng.htm,Consumption,Food Consumed,Stats Can
Canadian Nutrient File: Nutrient Value of 1000 of the most common foods,"Published by Health Canada, the Nutrient Value of Some Common Foods (NVSCF) provides Canadians with a resource that lists 19 nutrients for 1000 of the most commonly consumed foods in Canada. Use this quick and easy reference to help make informed food choices through an understanding of the nutrient content of the foods you eat. For further information, a booklet is available on this site in a downloadable or printable pdf format.",https://open.canada.ca/data/en/dataset/a289fd54-060c-4a96-9fcf-b1c6e706426f,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
Canadian Nutrient File (CSV). See Database Structure PDF for schema,Canada's national food composition database reporting the amount of nutrients in foods commonly consumed in Canada.,https://open.canada.ca/data/en/dataset/089885f9-ed53-44e6-854a-14d21a1ec2e0,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
Nutrient in the Food Supply (1976-2009) - All kinds of food,"This table contains 12354 series, with data for years 1976 - 2009 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Nutrients (29 items: Calcium;Carbohydrates;Cholesterol;Copper; ...); Source of nutritional equivalent (2 items: Nutrients available;Nutrients available adjusted for losses); Commodity (213 items: All commodities;Cereal products, total;Breakfast food;Corn flour and meal; ...)",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210033301&pickMembers%5B0%5D=3.1&pickMembers%5B1%5D=4.35,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
"Fruit and vegetable consumption, 5 times or more per day, by age group (2004)","Number and percentage of persons eating fruits and vegetables five times or more per day, by age group and sex.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310009612,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
"Total energy intake from fat, by dietary age-sex reference intake group (2004)","Mean of percentage of total energy intake from fat, by dietary age-sex reference intake group, for 2004 only.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310047701,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
"Total energy intake from carbohydrates, by dietary age-sex reference intake group (2004)","Mean of percentage of total energy intake from carbohydrates, by dietary age-sex reference intake group, for 2004 only.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310047901,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
"Percentage of total energy intake from fat, by dietary reference intake age-sex group, household population aged 1 and over, Canadian Community Health Survey (CCHS) - Nutrition, Canada and provinces. (2004, 2015)","Mean of percentage of total energy intake from carbohydrates, by dietary age-sex reference intake group, for 2004 and 2015.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310076901,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
"Percentage of total energy intake from protein, by dietary reference intake age-sex group, household population aged 1 and over, Canadian Community Health Survey (CCHS) - Nutrition, Canada and provinces. (2004, 2015)","Mean of percentage of total energy intake from protein, by dietary age-sex reference intake group, for 2004 and 2015.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310077101,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
"Percentage of total energy intake from carbohydrates, by dietary reference intake age-sex group, household population aged 1 and over, Canadian Community Health Survey (CCHS) - Nutrition, Canada and provinces. (2004, 2015)","Mean of percentage of total energy intake from carbohydrates, by dietary age-sex reference intake group, for 2004 and 2015.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310077001,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
"Dietary practices, by age group and sex, household population aged 12 and over, Canada, provinces, territories, health regions (January 2000 boundaries) and peer groups","his table contains 401184 series, with data for years 2000 - 2000 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Geography (199 items: Canada; Newfoundland and Labrador; Health and Community Services St. John's Region; Newfoundland and Labrador (Peer group H);Health and Community Services Eastern Region; Newfoundland and Labrador (Peer group D) ...) Age group (14 items: Total; 12 years and over; 12-19 years; 12-14 years; 15-19 years ...) Sex (3 items: Both sexes; Males; Females ...) Dietary practices (6 items: Total population for the variable dietary practices; Consume fruits and vegetables less than 5 times per day; Consume fruits and vegetables more than 10 times per day; Consume fruits and vegetables 5 to 10 times per day ...) - Characteristics (8 items: Number of persons; High 95% confidence interval - number of persons; Coefficient of variation for number of persons; Low 95% confidence interval - number of persons ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310058101,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
"Dietary practices, by age group and sex, household population aged 12 and over, Canada, provinces, territories, health regions (January 2003 boundaries) and peer groups","This table contains 336672 series, with data for years 2003 - 2003 (not all combinations necessarily have data for all years), and was last released on 2007-08-13. This table contains data described by the following dimensions (Not all combinations are available): Geography (167 items: Canada; Newfoundland and Labrador; Health and Community Services St. John's Region; Newfoundland and Labrador; Health and Community Services Eastern Region; Newfoundland and Labrador ...) Age group (14 items: Total; 12 years and over; 15 to 19 years; 12 to 14 years; 12 to 19 years ...) Sex (3 items: Both sexes; Males; Females ...) Dietary practices (6 items: Total population for the variable dietary practices; Consume fruits and vegetables less than 5 times per day; Consume fruits and vegetables more than 10 times per day; Consume fruits and vegetables 5 to 10 times per day ...) Characteristics (8 items: Number of persons; Coefficient of variation for number of persons; High 95% confidence interval; number of persons; Low 95% confidence interval; number of persons ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310062401,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
Nutrient in the Food Supply (1976-2009) - All kinds of food,"This table contains 12354 series, with data for years 1976 - 2009 (not all combinations necessarily have data for all years), and is no longer being released. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 item: Canada); Nutrients (29 items: Calcium;Carbohydrates;Cholesterol;Copper; ...); Source of nutritional equivalent (2 items: Nutrients available;Nutrients available adjusted for losses); Commodity (213 items: All commodities;Cereal products, total;Breakfast food;Corn flour and meal; ...)",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210033301&pickMembers%5B0%5D=3.1&pickMembers%5B1%5D=4.35,Utilization,Nutrient & non-nutrient metabolic utilization,Stats Can
"Total energy intake from fat, by dietary age-sex reference intake group (2004)","Mean of percentage of total energy intake from fat, by dietary age-sex reference intake group, for 2004 only.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310047701,Health Outcome,Health Information,Stats Can
Canadian Nutrient File: Nutrient Value of 1000 of the most common foods,"Published by Health Canada, the Nutrient Value of Some Common Foods (NVSCF) provides Canadians with a resource that lists 19 nutrients for 1000 of the most commonly consumed foods in Canada. Use this quick and easy reference to help make informed food choices through an understanding of the nutrient content of the foods you eat. For further information, a booklet is available on this site in a downloadable or printable pdf format.",https://open.canada.ca/data/en/dataset/a289fd54-060c-4a96-9fcf-b1c6e706426f,Utilization,Nutrient Utilization,Stats Can
Canadian Nutrient File: Nutrient Value of 1000 of the most common foods,"Published by Health Canada, the Nutrient Value of Some Common Foods (NVSCF) provides Canadians with a resource that lists 19 nutrients for 1000 of the most commonly consumed foods in Canada. Use this quick and easy reference to help make informed food choices through an understanding of the nutrient content of the foods you eat. For further information, a booklet is available on this site in a downloadable or printable pdf format.",https://open.canada.ca/data/en/dataset/a289fd54-060c-4a96-9fcf-b1c6e706426f,Health Outcome,Health Information,Stats Can
"Percentage of total energy intake from fat, by dietary reference intake age-sex group, household population aged 1 and over, Canadian Community Health Survey (CCHS) - Nutrition, Canada and provinces. (2004, 2015)","Mean of percentage of total energy intake from carbohydrates, by dietary age-sex reference intake group, for 2004 and 2015.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310076901,Utilization,Nutrient & non-nutrient metabolic utilization,Stats Can
"Percentage of total energy intake from fat, by dietary reference intake age-sex group, household population aged 1 and over, Canadian Community Health Survey (CCHS) - Nutrition, Canada and provinces. (2004, 2015)","Mean of percentage of total energy intake from carbohydrates, by dietary age-sex reference intake group, for 2004 and 2015.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310076901,Health Outcome,Health Information,Stats Can
"Dietary practices, by age group and sex, household population aged 12 and over, Canada, provinces, territories, health regions (January 2000 boundaries) and peer groups","his table contains 401184 series, with data for years 2000 - 2000 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Geography (199 items: Canada; Newfoundland and Labrador; Health and Community Services St. John's Region; Newfoundland and Labrador (Peer group H);Health and Community Services Eastern Region; Newfoundland and Labrador (Peer group D) ...) Age group (14 items: Total; 12 years and over; 12-19 years; 12-14 years; 15-19 years ...) Sex (3 items: Both sexes; Males; Females ...) Dietary practices (6 items: Total population for the variable dietary practices; Consume fruits and vegetables less than 5 times per day; Consume fruits and vegetables more than 10 times per day; Consume fruits and vegetables 5 to 10 times per day ...) - Characteristics (8 items: Number of persons; High 95% confidence interval - number of persons; Coefficient of variation for number of persons; Low 95% confidence interval - number of persons ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310058101,Health Outcome,Health Information,Stats Can
"Dietary practices, by age group and sex, household population aged 12 and over, Canada, provinces, territories, health regions (January 2003 boundaries) and peer groups","This table contains 336672 series, with data for years 2003 - 2003 (not all combinations necessarily have data for all years), and was last released on 2007-08-13. This table contains data described by the following dimensions (Not all combinations are available): Geography (167 items: Canada; Newfoundland and Labrador; Health and Community Services St. John's Region; Newfoundland and Labrador; Health and Community Services Eastern Region; Newfoundland and Labrador ...) Age group (14 items: Total; 12 years and over; 15 to 19 years; 12 to 14 years; 12 to 19 years ...) Sex (3 items: Both sexes; Males; Females ...) Dietary practices (6 items: Total population for the variable dietary practices; Consume fruits and vegetables less than 5 times per day; Consume fruits and vegetables more than 10 times per day; Consume fruits and vegetables 5 to 10 times per day ...) Characteristics (8 items: Number of persons; Coefficient of variation for number of persons; High 95% confidence interval; number of persons; Low 95% confidence interval; number of persons ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310062401,Health Outcome,Health Information,Stats Can
"Percentage of total energy intake from protein, by dietary reference intake age-sex group, household population aged 1 and over, Canadian Community Health Survey (CCHS) - Nutrition, Canada and provinces. (2004, 2015)","Mean of percentage of total energy intake from protein, by dietary age-sex reference intake group, for 2004 and 2015.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310077101,Utilization,Nutrient & non-nutrient metabolic utilization,Stats Can
"Percentage of total energy intake from carbohydrates, by dietary reference intake age-sex group, household population aged 1 and over, Canadian Community Health Survey (CCHS) - Nutrition, Canada and provinces. (2004, 2015)","Mean of percentage of total energy intake from carbohydrates, by dietary age-sex reference intake group, for 2004 and 2015.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310077001,Utilization,Nutrient & non-nutrient metabolic utilization,Stats Can
"Percentage of total energy intake from protein, by dietary reference intake age-sex group, household population aged 1 and over, Canadian Community Health Survey (CCHS) - Nutrition, Canada and provinces. (2004, 2015)","Mean of percentage of total energy intake from protein, by dietary age-sex reference intake group, for 2004 and 2015.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310077101,Health Outcome,Health Information,Stats Can
"Percentage of total energy intake from carbohydrates, by dietary reference intake age-sex group, household population aged 1 and over, Canadian Community Health Survey (CCHS) - Nutrition, Canada and provinces. (2004, 2015)","Mean of percentage of total energy intake from carbohydrates, by dietary age-sex reference intake group, for 2004 and 2015.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310077001,Health Outcome,Health Information,Stats Can
"Fruit and vegetable consumption, by age group and sex, household population aged 12 and over, Canada, provinces, territories and selected health regions (June 2005 boundaries) and peer groups","This table contains 175392 series, with data for years 2005 - 2005 (not all combinations necessarily have data for all years). This table contains data described by the following dimensions (Not all combinations are available): Geography (94 items: Canada; Newfoundland and Labrador ...) Age group (14 items: Total; 12 years and over; 15 to 19 years; 12 to 14 years; 12 to 19 years ...) Sex (3 items: Both sexes; Females; Males ...) Fruit and vegetable consumption (6 items: Total population for the variable fruit and vegetable consumption; Consume fruits and vegetables 5 to 10 times per day; Consume fruits and vegetables more than 10 times per day; Consume fruits and vegetables less than 5 times per day ...) Characteristics (8 items: Number of persons; High 95% confidence interval; number of persons; Low 95% confidence interval; number of persons; Coefficient of variation for number of persons ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310066001,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
"Health behaviour in school-aged children 2002, student response to question: How often do you usually have your meals?","This table contains 162 series, with data for years 2002 - 2002 (not all combinations necessarily have data for all years), and was last released on 2010-03-30. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...) Sex (2 items: Males; Females ...) Age group (3 items: 11 years; 15 years; 13 years ...) Meals (3 items: Breakfast; Supper (evening meal); Lunch (midday meal) ...) Student response (9 items: Weekdays; never; Weekdays; 2 days; Weekdays; 3 days; Weekdays; 1 day ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310024901,Health Outcome,Health Information,Stats Can
"Health behaviour in school-aged children 2002, student response to question: How often do you usually have your meals?","This table contains 162 series, with data for years 2002 - 2002 (not all combinations necessarily have data for all years), and was last released on 2010-03-30. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...) Sex (2 items: Males; Females ...) Age group (3 items: 11 years; 15 years; 13 years ...) Meals (3 items: Breakfast; Supper (evening meal); Lunch (midday meal) ...) Student response (9 items: Weekdays; never; Weekdays; 2 days; Weekdays; 3 days; Weekdays; 1 day ...).",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310024901,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
"Health behaviour in school-aged children 2002, student response to question: How many times a week do you usually eat or drink these items?","This table contains 672 series, with data for years 2002 - 2002 (not all combinations necessarily have data for all years), and was last released on 2010-03-30. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...) Sex (2 items: Males; Females ...) Age group (3 items: 11 years; 13 years; 15 years ...) Food and beverages (16 items: Fruits; Coke or other soft drinks that contain sugar; Chocolate or candy; Vegetables ...) Student response (7 items: Never; Once a week;2 to 4 days a week; Less than once a week ...)",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310025001,Health Outcome,Health Information,Stats Can
"Health behaviour in school-aged children 2002, student response to question: How many times a week do you usually eat or drink these items?","This table contains 672 series, with data for years 2002 - 2002 (not all combinations necessarily have data for all years), and was last released on 2010-03-30. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...) Sex (2 items: Males; Females ...) Age group (3 items: 11 years; 13 years; 15 years ...) Food and beverages (16 items: Fruits; Coke or other soft drinks that contain sugar; Chocolate or candy; Vegetables ...) Student response (7 items: Never; Once a week;2 to 4 days a week; Less than once a week ...)",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310025001,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
"Health behaviour in school-aged children 2002, student response to question: How many times a week do you usually eat or drink these items? (Slightly different from the one above)","This table contains 672 series, with data for years 2002 - 2002 (not all combinations necessarily have data for all years), and was last released on 2010-03-30. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...) Sex (2 items: Males; Females ...) Age group (3 items: 11 years; 13 years; 15 years ...) Food and beverages (16 items: Fruits; Coke or other soft drinks that contain sugar; Chocolate or candy; Vegetables ...) Student response (7 items: Never; Once a week;2 to 4 days a week; Less than once a week ...)",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310025101,Health Outcome,Health Information,Stats Can
"Detailed food spending, Canada, regions and provinces","Survey of Household Spending (SHS), average household spending on detailed food categories.",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1110012501,Distribution,Access and Equity Issues,Stats Can
"Health behaviour in school-aged children 2002, student response to question: How many times a week do you usually eat or drink these items? (Slightly different from the one above)","This table contains 672 series, with data for years 2002 - 2002 (not all combinations necessarily have data for all years), and was last released on 2010-03-30. This table contains data described by the following dimensions (Not all combinations are available): Geography (1 items: Canada ...) Sex (2 items: Males; Females ...) Age group (3 items: 11 years; 13 years; 15 years ...) Food and beverages (16 items: Fruits; Coke or other soft drinks that contain sugar; Chocolate or candy; Vegetables ...) Student response (7 items: Never; Once a week;2 to 4 days a week; Less than once a week ...)",https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310025101,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
"Percentage of energy from total sugars, by age group and sex, plausible reporters only, household population aged 2 and older,† Canada excluding territories, 2004 vs. 2015","Top sources of total sugars intake Tables 4, 5 and 6 show the top sources of total sugars from foods and beverages among plausible reporters. For all age groups, fruit was the greatest source of total sugars; all other top sources were similar, but varied in rank. In general, total sugars from the top food sources increased from 2004 to 2015, with the exception of the decline in sugars coming from the “sugars, syrups and confectionary” category. Conversely, total sugars from the top beverages decreased, though there was no change in total sugars coming from milk (containing free sugars). Regular soft drink consumption became a top source among older children and adults, though as a percentage of total sugars, consumption of regular soft drinks decreased by up to half of what was seen in 2004 (15.9% of total sugars in 2004 compared with 7% in 2015 for older children; 14.6% in 2004 compared with 8.9% in 2015 for adults). In 2015, the top 10 sources of total sugars for children aged 2 to 8 accounted for 83.1% of total sugars, compared with 90.6% in 2004 (Table 4). For children aged 9 to 18 (Table 5), the top 10 sources accounted for 78.6% of total sugars in 2015, compared with 91.7% in 2004. For adults, the top 10 sources accounted for 77.1% of total sugars in 2015, compared with 88.2% in 2004 (Table 6). The top 10 sources were similar for the total population (not taking misreporting into account) across age groups, with the exception of adults 19 years of age and older, where yoghurt was the 9th highest source, fruit drink was the 10th and milk containing free sugars was the 11th (data not shown).",https://www150.statcan.gc.ca/n1/pub/82-003-x/2019001/article/00002/c-g/c-g01-eng.htm,Health Outcome,Health Information,Stats Can
Eating out: Nutrition information on menus and menu boards,"Being able to make informed food choices benefits the health and well-being of Canadians. As a follow-up to Eating out: To cook or not to cook?, this infographic continues using data from the 2016 General Social Survey on Canadians at Work and Home. It looks more closely at the food habits of Canadians, including how often they report the availability of nutritional information on menus and menu boards, as well as the affect this information has on their purchasing decisions.",https://www150.statcan.gc.ca/n1/pub/11-627-m/11-627-m2019004-eng.htm,Distribution,Education information advertising,Stats Can
Eating out: Nutrition information on menus and menu boards,"Being able to make informed food choices benefits the health and well-being of Canadians. As a follow-up to Eating out: To cook or not to cook?, this infographic continues using data from the 2016 General Social Survey on Canadians at Work and Home. It looks more closely at the food habits of Canadians, including how often they report the availability of nutritional information on menus and menu boards, as well as the affect this information has on their purchasing decisions.",https://www150.statcan.gc.ca/n1/pub/11-627-m/11-627-m2019004-eng.htm,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
Change in total sugars consumption among Canadian children and adults (Health Report),"Sugars are a type of carbohydrate found naturally in fruit, vegetables and milk. Sugars are also added to food to improve taste or for preservation, such as in the case of jams or jellies. Sugars confer several functional characteristics to foods, including viscosity, texture and browning.Note 1 Total sugars include all monosaccharides and disaccharides other than polyols, regardless of their source. Added sugars are all sugars added to foods and beverages. Free sugars refer to monosaccharides and disaccharides added to foods by the manufacturer, cook or consumer, and sugars naturally present in honey, syrups and fruit juices.The latest evidence on diet and health indicates that intakes of added sugars, in particular from sugar-sweetened beverages, are associated with the risk of excess body weight and obesity in children and adults.Note 3Note 4 The consumption of sugary beverages is also associated with the risk of dental caries and poor oral health in children.Note 5 In both adults and children, the World Health Organization recommends reducing the intake of free sugars to less than 10% of total energy intake.Note 2 In 2013, free sugars accounted for 62% of total sugars in Canadian prepackaged foods, although this ranged from 100% in soft drinks and fruit juices to 11% in nuts and seeds.Note 6Since national-level free sugars data are not currently available for Canadians, total sugars intakes were examined to understand sugars intakes in the population. National-level survey data on total sugars intakes for Canadians were previously collected in the 2004 Canadian Community Health Survey (CCHS)—Nutrition. In 2004, Canadians aged 1 year and older consumed a daily average of 110 grams (26 teaspoons) of total sugars, approximately 20% of their total energy intake.Note 7 While over 30% of total sugars came from the vegetables and fruit category of Canada’s Food Guide, 35% of total sugars came from the “other” food category, which includes foods to limit, such as soft drinks and candy.More recent comprehensive national-level nutrition data were collected in the 2015 CCHS—Nutrition. In the absence of free sugars intake data, the objectives of these analyses were to describe the Canadian population’s dietary intakes of total sugars in 2015, and compare these results with estimates from 2004. In light of recent findingsNote 8 that misreporting changed between 2004 and 2015, intakes were examined by misreporting status.",https://www150.statcan.gc.ca/n1/pub/82-003-x/2019001/article/00002-eng.htm,Health Outcome,Health Information,Stats Can
Change in total sugars consumption among Canadian children and adults (Health Report),"Sugars are a type of carbohydrate found naturally in fruit, vegetables and milk. Sugars are also added to food to improve taste or for preservation, such as in the case of jams or jellies. Sugars confer several functional characteristics to foods, including viscosity, texture and browning.Note 1 Total sugars include all monosaccharides and disaccharides other than polyols, regardless of their source. Added sugars are all sugars added to foods and beverages. Free sugars refer to monosaccharides and disaccharides added to foods by the manufacturer, cook or consumer, and sugars naturally present in honey, syrups and fruit juices.The latest evidence on diet and health indicates that intakes of added sugars, in particular from sugar-sweetened beverages, are associated with the risk of excess body weight and obesity in children and adults.Note 3Note 4 The consumption of sugary beverages is also associated with the risk of dental caries and poor oral health in children.Note 5 In both adults and children, the World Health Organization recommends reducing the intake of free sugars to less than 10% of total energy intake.Note 2 In 2013, free sugars accounted for 62% of total sugars in Canadian prepackaged foods, although this ranged from 100% in soft drinks and fruit juices to 11% in nuts and seeds.Note 6Since national-level free sugars data are not currently available for Canadians, total sugars intakes were examined to understand sugars intakes in the population. National-level survey data on total sugars intakes for Canadians were previously collected in the 2004 Canadian Community Health Survey (CCHS)—Nutrition. In 2004, Canadians aged 1 year and older consumed a daily average of 110 grams (26 teaspoons) of total sugars, approximately 20% of their total energy intake.Note 7 While over 30% of total sugars came from the vegetables and fruit category of Canada’s Food Guide, 35% of total sugars came from the “other” food category, which includes foods to limit, such as soft drinks and candy.More recent comprehensive national-level nutrition data were collected in the 2015 CCHS—Nutrition. In the absence of free sugars intake data, the objectives of these analyses were to describe the Canadian population’s dietary intakes of total sugars in 2015, and compare these results with estimates from 2004. In light of recent findingsNote 8 that misreporting changed between 2004 and 2015, intakes were examined by misreporting status.",https://www150.statcan.gc.ca/n1/pub/82-003-x/2019001/article/00002-eng.htm,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
"Mean daily total sugars intake, in grams, by misreporting status and age group, household population aged 19 and older, Canada excluding territories, 2004 vs. 2015","Average daily total sugars intake In 2015, the average daily total sugars intake from food and beverages among all children aged 2 to 8 was 101 grams (24 teaspoons). Among the plausible respondents, 98 grams (23 teaspoons) were consumed (Table 2). For children aged 9 to 18, these numbers were 115 grams (27 teaspoons) and 116 grams (28 teaspoons), respectively. For children in both age groups, over one-third of the total sugars came from beverages, both those that did and those that did not contain free sugars. Among children aged 2 to 8, average daily total sugars intakes (in grams) from food and beverages did not change from 2004 to 2015 overall or by misreporting status (Table 2). For children aged 9 to 18, overall daily total sugars intake was significantly lower in 2015, but there was no difference when misreporting status was taken into account. Average daily total sugars intakes from food alone increased overall and for all misreporting groups among children, regardless of age group, whereas average total sugars from beverages decreased for both age groups overall and for plausible reporters.For adults, similar trends were found (Table 3). Overall, Canadians aged 19 and older reported consuming an average of 85 grams (20 teaspoons) of total sugars in 2015, whereas plausible reporters consumed 95 grams (23 teaspoons). Approximately one-third of sugars came from beverages. For the total population, and for male adults and female adults separately, the average daily intake of total sugars from foods and beverages decreased from 2004 to 2015, though this was not evident among the misreporting groups. Average daily total sugars intakes from food alone were higher in 2015, though not for over-reporters or for female adults overall. Average total sugars intakes from beverages alone were lower in 2015 for all adults, male and female, regardless of misreporting status, although there was no change among female over-reporters.",https://www150.statcan.gc.ca/n1/pub/82-003-x/2019001/article/00002-eng.htm,Health Outcome,Health Information,Stats Can
"Mean daily total sugars intake, in grams, by misreporting status and age group, household population aged 19 and older, Canada excluding territories, 2004 vs. 2015","Average daily total sugars intake In 2015, the average daily total sugars intake from food and beverages among all children aged 2 to 8 was 101 grams (24 teaspoons). Among the plausible respondents, 98 grams (23 teaspoons) were consumed (Table 2). For children aged 9 to 18, these numbers were 115 grams (27 teaspoons) and 116 grams (28 teaspoons), respectively. For children in both age groups, over one-third of the total sugars came from beverages, both those that did and those that did not contain free sugars. Among children aged 2 to 8, average daily total sugars intakes (in grams) from food and beverages did not change from 2004 to 2015 overall or by misreporting status (Table 2). For children aged 9 to 18, overall daily total sugars intake was significantly lower in 2015, but there was no difference when misreporting status was taken into account. Average daily total sugars intakes from food alone increased overall and for all misreporting groups among children, regardless of age group, whereas average total sugars from beverages decreased for both age groups overall and for plausible reporters.For adults, similar trends were found (Table 3). Overall, Canadians aged 19 and older reported consuming an average of 85 grams (20 teaspoons) of total sugars in 2015, whereas plausible reporters consumed 95 grams (23 teaspoons). Approximately one-third of sugars came from beverages. For the total population, and for male adults and female adults separately, the average daily intake of total sugars from foods and beverages decreased from 2004 to 2015, though this was not evident among the misreporting groups. Average daily total sugars intakes from food alone were higher in 2015, though not for over-reporters or for female adults overall. Average total sugars intakes from beverages alone were lower in 2015 for all adults, male and female, regardless of misreporting status, although there was no change among female over-reporters.",https://www150.statcan.gc.ca/n1/pub/82-003-x/2019001/article/00002-eng.htm,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
"Percentage of energy from total sugars, by age group and sex, plausible reporters only, household population aged 2 and older,† Canada excluding territories, 2004 vs. 2015","Top sources of total sugars intake Tables 4, 5 and 6 show the top sources of total sugars from foods and beverages among plausible reporters. For all age groups, fruit was the greatest source of total sugars; all other top sources were similar, but varied in rank. In general, total sugars from the top food sources increased from 2004 to 2015, with the exception of the decline in sugars coming from the “sugars, syrups and confectionary” category. Conversely, total sugars from the top beverages decreased, though there was no change in total sugars coming from milk (containing free sugars). Regular soft drink consumption became a top source among older children and adults, though as a percentage of total sugars, consumption of regular soft drinks decreased by up to half of what was seen in 2004 (15.9% of total sugars in 2004 compared with 7% in 2015 for older children; 14.6% in 2004 compared with 8.9% in 2015 for adults). In 2015, the top 10 sources of total sugars for children aged 2 to 8 accounted for 83.1% of total sugars, compared with 90.6% in 2004 (Table 4). For children aged 9 to 18 (Table 5), the top 10 sources accounted for 78.6% of total sugars in 2015, compared with 91.7% in 2004. For adults, the top 10 sources accounted for 77.1% of total sugars in 2015, compared with 88.2% in 2004 (Table 6). The top 10 sources were similar for the total population (not taking misreporting into account) across age groups, with the exception of adults 19 years of age and older, where yoghurt was the 9th highest source, fruit drink was the 10th and milk containing free sugars was the 11th (data not shown).",https://www150.statcan.gc.ca/n1/pub/82-003-x/2019001/article/00002/c-g/c-g01-eng.htm,Consumption,Nutrient and Non-Nutrient Intakes,Stats Can
